id,download_url,project_name,city,category,theme,duration,quota,description
I-5-12,https://twpathfinder.org/overview_d/816,前進紐約藝術文化管理,美國紐約,(五)文創機構,跨國藝文創新與交流,115 年 8 月 3 日至 9 月25 日，共計 54 天（不含飛行日）,1,參與協和山莊藝術交流，涵蓋展覽策劃、導覽與項目管理培訓，深入戶外藝術公園運作，促進文化交流。
I-5-13,https://twpathfinder.org/overview_d/814,米蘭藝術家登出中,義大利米蘭,(五)文創機構,藝術創作與品牌海外實踐,暫定 115 年 7 月 1 日至 7 月 16 日，共計 16 天（含飛行日）,16,登出平庸，前進米蘭！從自我探索、品牌建構到藝廊實務，由義大利名師親授，打造你走向國際市場的藝術通行證。
I-5-14,https://twpathfinder.org/overview_d/815,策展練習曲,瑞典斯德哥爾摩,(五)文創機構,探索世界文化策展,115 年 8 月 17 日至 9 月 27 日，共計 42 日（不含飛行日）,2,國家助你前進斯德哥爾摩！深入瑞典四大國立博物館，由導師帶領實習研究、策劃台瑞文化展演，成就專業職涯。
I-6-2,https://twpathfinder.org/overview_d/817,從深海到森林,日本京都市,(六)青年行動及服務,靈長類研究與學研合作,暫定 115 年 9 月中旬至 10 月下旬之間，共計 17 日（含飛行日）,6,深入日本大型靈長類研究重鎮！學習京都大學與動物園的建教模式，透過行為觀察修正研究計畫，解鎖科研實戰力。
I-6-3,https://twpathfinder.org/overview_d/818,現代動物園的價值及實踐,日本高知縣香南市,(六)青年行動及服務,多元物種與資源永續,暫定 115 年 8 月上旬至 9 月中旬，共計 17 日（含飛行日）,6,橫跨動物園、植物園與深海漁場！深入高知山海，學習物種多樣性與資源循環，打造具國際視野的生態職涯。
I-6-4,https://twpathfinder.org/overview_d/819,人熊共生對策,日本札幌市,(六)青年行動及服務,展場改建與動物福祉,暫定 115 年 6 月 20 日至 7 月 30 日間，共計 17 日（含飛行日）,6,見證傳統動物園轉型！學習大象館與雨林館的頂尖設計，及針對棕熊闖入的緊急應對與預防機制，重塑對物種保育的想像。
I-6-5,https://twpathfinder.org/overview_d/820,臺法藝境,法國巴黎,(六)青年行動及服務,跨文化交流與表演藝術推廣,115 年 9 月 14 日至 11 月 30 日，共計 78 天（含飛行日）,3,在巴黎推廣臺灣表演藝術，協助研究計畫與文化活動，建立臺法藝術連結，開拓你的國際文化視野！
I-6-6,https://twpathfinder.org/overview_d/821,動物守護者計畫,美國德克薩斯州休士頓市,(六)青年行動及服務,專業職能培訓：國際保育實務,暫定 115 年 10 月 1 日至 10 月 16 日，共計 16 天 ( 含飛行日 ),5,直擊全美頂尖動物園！深度實習大象照護與野生動物救傷流程，對話國際專家團隊，養成全球級保育競爭力。
I-6-7,https://twpathfinder.org/overview_d/822,歐盟生命守護計畫,荷蘭阿姆斯特丹、海牙、比利時夫萊特倫等地,(六)青年行動及服務,歐盟動物福祉實務與政策見習,115 年 10 月 1 日至 10 月 23 日，共計 23 天 ( 含飛行日 ),16,實戰 Aeres 大學農場評估，直擊全球首座漂浮農場，比較跨國收容體系，培育國際級生命守護者。
I-6-8,https://twpathfinder.org/overview_d/823,為愛不打烊,波蘭格丁尼亞,(六)青年行動及服務,文化交流實踐,115 年 9 月 27 日至 11 月 7 日，共計 42 日 ( 不含飛行日 ),3,藉由文化互動與學校服務，以台灣元素設計課後活動，讓學童瞭解不同的文化，進一步拓展學童國際視野，同時拓展青年跨國友誼與視野。
I-6-9,https://twpathfinder.org/overview_d/824,阿蘇青少年探險隊,日本阿蘇市,(六)青年行動及服務,深入阿蘇火山野外冒險,暫定 115 年 9 月 1 日至 10 月 31 日，共計 61 日 ( 含飛行日 ),1,前進日本國立教育基地，策劃火山探險與防災露營！跨足學校及台積電熊本廠參訪，培育國際級社會教育人才。
I-6-10,https://twpathfinder.org/overview_d/825,GRACE實踐計畫,帛琉,(六)青年行動及服務,奠定邦交國公共衛生基礎,暫定 115 年 7 月 12 日至 7 月 27 日，共計 16 日（含飛行日）,16,結合公共衛生專業與國際行動，透過培訓、實地調查與返國分享，建構帛琉健康基線並強化青年跨域合作與實踐能力。
I-7-1,https://twpathfinder.org/overview_d/826,醫界合作之橋,美國橙縣(加利福尼亞州南部),(七)僑胞海外公共參與,海外影響力培養,115 年 9 月 14 日至 9 月 27 日，共計 14 天（不含飛行日）,2,實際參與僑團活動，瞭解當地僑團如何運用海外人際網絡，爭取當地主流人士支持。
I-7-2,https://twpathfinder.org/overview_d/827,臺灣文化巡禮,美國聖地牙哥,(七)僑胞海外公共參與,跨文化觀察,115 年 9 月 14 日至 9 月 27 日，共計 14 日（不含飛行日）,2,參與僑團合作活動與科技論壇，實際體驗海外社群運作，培養青年跨文化溝通與社群能力。
I-8-1,https://twpathfinder.org/overview_d/828,全球水工程國際研究行動,荷蘭台夫特市,(八)專業職能培訓,水工程技術及跨國人脈鏈結,115 年 7 月 1 日至 9 月 22 日，共計 84 天（不含飛行日）,2,在頂尖導師帶領下參與國際水質研究，掌握尖端實驗與分析技術，建立跨國專業人脈，並透過實務研究訓練，全面提升職涯競爭力與專業文件撰寫能力。
I-8-2,https://twpathfinder.org/overview_d/829,世界侍酒之戰,葡萄牙里斯本,(八)專業職能培訓,國際侍酒大賽與產業實務,115 年 10 月 7 日至 10 月 22 日，共計 16 天（含飛行日）,15,站上葡萄酒界的最高殿堂！2026 ASI 世界大賽實地見習，親歷頂尖技術與酒莊工藝，讓專業瞬間進化。
I-8-3,https://twpathfinder.org/overview_d/830,雙語教育極速學習,美國加州,(八)專業職能培訓,AI 雙語教學及跨文化交流,暫定 115 年 8 月 27 日至 9 月 15 日，共計 20 天（含飛行日）,15,直擊矽谷！在加州與僑校，運用AI實戰雙語教學，從零建構國際教育視野與教案超能力。
I-8-4,https://twpathfinder.org/overview_d/832,青年赴法廚藝圓夢,法國巴黎、迪戎,(八)專業職能培訓,解構頂級法餐美學,115 年 10 月 25 日至 11 月 10 日，共計 17 日 ( 含飛行日 ),10,深入藍帶與Ferrandi學院，親探全球最大生鮮市場與勃艮地風土，由名廚帶領掌握台法餐飲外交實力。
I-8-5,https://twpathfinder.org/overview_d/831,韌性都市：東京危機治理,日本東京,(八)專業職能培訓,超高密度城市韌性與災害管理見習,115 年 8 月 30 日至 9 月 12 日，共 14 天 ( 含飛行日 ),16,深度蹲點東京，結合治理社會學與危機科技，直擊東京都廳與東大研究所。探索 AI 防災應用、抗震技術與公民安全系統，將全球領先的備災哲學轉化為臺灣韌性城市的具體策略，培育跨領域應變人才！
I-8-6,https://twpathfinder.org/overview_d/833,硬頸青年闖澳洲,澳洲雪梨、墨爾本、布里斯本,(八)專業職能培訓,解密連鎖酒店經營,暫定 115 年 7 月 1 日至 8 月 31 日，共計 62 日（不含飛行日）,3,進駐澳洲三大城，由葉義深總會長親自引領，深度觀摩星級酒店營運與客家僑社精神，開拓頂尖職涯國際視野。
I-8-7,https://twpathfinder.org/overview_d/834,德國生醫科技探索,德國亞琛、杜賽道夫、柏林,(八)專業職能培訓,國際醫療產業發展與文化藝術,115 年 11 月 14 日至 12 月 1 日，共計 18 日（含飛行日）。,15,計畫結合醫療科技展會參訪與文化藝術體驗，參訪德國知名產學能研究機構等，探索德國工業設計與科學研究文化教育的現況與特色，強化其對國際醫療產業發展與文化藝術領域的認識與參與能力。
I-8-8,https://twpathfinder.org/overview_d/835,印度工程新視野,印度清奈,(八)專業職能培訓,領航世界第四大經濟體之環工實戰,115 年 11 月 1 日至 116 年 4 月 20 日，共計 173 日（含飛行日）,1,跨出舒適圈！前進印度萬年清參與一線環工專案，由專業業師帶路，不僅享有完整培訓，更在世界舞台磨練專業！
I-8-9,https://twpathfinder.org/overview_d/837,超級氣象員AI追風計畫,美國柯林斯堡,(八)專業職能培訓,數位氣象提升防災效能,115 年 9 月 14 日至 11 月 15 日，共 63 天（含飛行日）,1,前進美國大氣科學殿堂，學習最前瞻的熱帶氣旋預報思維。運用統計分析與數值模式驗證，探討AI在颱風預警的潛力，將國際頂尖技術帶回台灣，為精準防災打造作業指引。
I-8-10,https://twpathfinder.org/overview_d/836,棒球夢啟航,日本東京,(八)專業職能培訓,全齡棒球教育與實務,暫定 115 年 11 月 2 日至 11 月 16 日間，共計 15 日（含飛行日）,12,從國小到職棒！橫跨日本六大層級，直擊侍 Japan 訓練核心，親身感受日本棒球教育的精髓與傳承。
I-8-11,https://twpathfinder.org/overview_d/838,藍色經濟先鋒,日本神奈川縣平塚市,(八)專業職能培訓,日本神奈川縣平塚市,115 年 9 月 24 日至 10 月 14 日，共計 21 天（含飛行日）,3,前進日本平塚！與職人並肩捕撈、實作食魚教育，深入漁業經濟與流通，打造臺灣海洋永續新戰力。
I-8-12,https://twpathfinder.org/overview_d/839,瑞士頂級製錶職人轉進路,瑞士日內瓦,(八)專業職能培訓,對接瑞士精密工藝與產業鏈塑造,115 年 8 月 16 日至 8 月 31 日，共 16 天 ( 含飛行日 ),10,赴瑞研習頂尖製錶實作與品牌經營，汲取精密加工技術與職人精神，轉化為臺灣產業升級的創新動能。
I-8-13,https://twpathfinder.org/overview_d/840,歐洲單車與咖啡冒險行動,斯洛維尼亞盧比安納、義大利諾維利古雷,(八)專業職能培訓,運動行銷與綠色觀光,115 年 8 月 25 日至 9 月 15 日，共計 22 天 ( 含飛行日 ),12,從斯洛維尼亞騎到義大利！深度參與環法賽事運作，探索「單車＋咖啡」的運動觀光商機。在亞得里亞海岸邊騎行邊學習運動行銷，整座城市都是你的戶外教室。
I-8-14,https://twpathfinder.org/overview_d/841,賽道征服者,西班牙巴塞隆納,(八)專業職能培訓,動力與空氣應用,115 年 10 月 21 日至 11 月 6 日，共計 17 日（含飛行日）,6,結合Kart測試與數據影音分析，掌握車輛動態與工程調整策略，提升賽事競技效能。
I-8-15,https://twpathfinder.org/overview_d/842,運動平權夢,美國夏威夷,(八)專業職能培訓,翻轉無障礙賽事新視野,115 年 10 月 2 日至 10 月 18 日，共計 17 日（含飛行日）,16,前進夏威夷見習超級鐵人賽，跨國交流無障礙設計與志工實務，親身實踐運動平權，讓世界看見臺灣青年的影響力！
I-8-16,https://twpathfinder.org/overview_d/843,北美航太技術翱翔營,加拿大溫哥華、美國西雅圖,(八)專業職能培訓,航空工程與飛行實務,115 年 7 月 4 日至 8 月 11 日，共計 39 日( 含飛行日 ),17,結合英語訓練與實作訓練等課程，直擊北美航太研發核心，培養工程創造與精進技術的整合力。
I-8-17,https://twpathfinder.org/overview_d/844,國際搜查線,美國紐海芬市,(八)專業職能培訓,國際刑事司法與交流,115 年 9 月 1 日至 10 月 31 日，共計 61 日（不含飛行日）,1,鏈結全球鑑識權威資源！結合課程學習、警所參訪與會議行政實務，全方位理解美國警政體系與鑑識科學前線。
I-8-18,https://twpathfinder.org/overview_d/845,跨國神探：安全情報局,美國亨茨維爾市,(八)專業職能培訓,刑事司法與鑑識科學,115 年 8 月 16 日至 9 月 6 日，共計 22 日（含飛行日）,15,履歷最強外掛！前進全美刑司名校，沉浸式體驗跨國刑事體系，用科學視角分析犯罪，打造專業硬實力。
I-8-19,https://twpathfinder.org/overview_d/846,防災職人 東京救急行動,日本東京,(八)專業職能培訓,日本防災館見習與消防文化導覽,115 年 9 月 6 日至 9 月 20 日，共計 15 天（含飛行日）,6,本計畫帶領青年深入東京防災館與消防博物館，協助地震、風災及急救講習導覽。透過與日方密切合作，深入瞭解防災應變與歷史變遷，將日本職人經驗轉化為臺灣在地救災能量！
I-8-20,https://twpathfinder.org/overview_d/847,德州實戰密令,美國德州大學城,(八)專業職能培訓,消防與災害管理國際實務,暫定 115 年 9 月至 10 月間，共計 16 天（含飛行日）,5,闖蕩德州農工！16天實戰挑戰，拿取國際消防官證照，從指揮官視角重組災防邏輯，培育守護未來的強悍戰力。
I-8-21,https://twpathfinder.org/overview_d/848,建築進化論,加拿大溫哥華,(八)專業職能培訓,工程科技趨勢,115 年 7 月 16 日至 7 月 31 日，共計 16 日（含飛行日）,10,學習工程感測技術與韌性設計概念，強化結構安全與應變能力，理解未來城市工程發展方向，培養青年工程視野與永續實踐能力。
I-8-22,https://twpathfinder.org/overview_d/849,綠建築解密,日本東京,(八)專業職能培訓,淨零建築推動,115 年 8 月 9 日至 8 月 24 日，共計 16 日（含飛行日）,10,從設計到技術應用，全面了解近零碳建築的規劃與實踐方式，培養淨零轉型關鍵能力，掌握永續建築趨勢。
I-8-23,https://twpathfinder.org/overview_d/850,未來醫學：細胞重啟鍵,美國聖地牙哥,(八)專業職能培訓,再生醫學與單細胞分析,115 年 8 月 9 日至 8 月 23 日，共計 15 日（含飛行日）,15,跨越實驗室圍牆！鏈結全球頂尖研究與 cGMP 開發平台，繪製國際合作地圖，啟動你的生醫新創基因。
I-8-24,https://twpathfinder.org/overview_d/851,未來醫療：波士頓連線,加拿大蒙特婁、美國波士頓、劍橋,(八)專業職能培訓,全球再生醫學產業直通車,115 年 7 月 8 日至 7 月 22 日，共計 15 日（含飛行日 ),15,勇闖 ISSCR 與波士頓創新廊道，解構從實驗室到新創公司的全鏈條，讓你的生醫職涯與世界接軌！
I-8-25,https://twpathfinder.org/overview_d/852,加國氣候永續行動,加拿大溫哥華,(八)專業職能培訓,環境行動實踐,暫定 115 年 7 月 11 日至 8 月 9 日，共計 30 天（含飛行日）,20,透過再生能源、電池回收與戶外實作，以應用型學習與後續行動實踐為特色，補充國內在環境教育與青年發展領域之既有努力，強化青年將永續理念轉化為行動的能力，將永續理念轉化為青年實際行動。
I-8-26,https://twpathfinder.org/overview_d/853,加拿大資安工作坊,加拿大溫哥華,(八)專業職能培訓,科學及網路安全,暫定 115 年 7 月 11 日至 8 月 9 日，共計 30 天（含飛行日）,20,本計畫將聚焦於與取證科學及網路安全相關的主題，讓臺灣青年接觸多元的學習體驗，以拓展對該領域的理解。
I-8-27,https://twpathfinder.org/overview_d/854,加國機械工程實作,加拿大溫哥華,(八)專業職能培訓,應用機械工程,暫定 115 年 7 月 11 日至 8 月 9 日，共計 30 天（含飛行日）,20,聚焦於 BCIT 所進行之應用機械工程實務訓練相關主題，使臺灣青年得以接觸多元的應用工程學習經驗，進而加深其對工程應用領域。
I-8-28,https://twpathfinder.org/overview_d/855,加國汽車技術見習,加拿大溫哥華,(八)專業職能培訓,汽車與電動車維修與保養,暫定 115 年 7 月 11 日至 8 月 9 日，共計 30 天（含飛行日）,20,"透過在 BCIT 及大溫哥華地區各實習場所的應用型學習體驗,深入了解汽車與電動車維修與保養相關的各項內容。"
I-8-29,https://twpathfinder.org/overview_d/856,澳洲冒險：AI 教室實驗室,澳洲墨爾本、雪梨,(八)專業職能培訓,AI與UDL教育見習,115 年 8 月 3 日至 8 月 18 日，共計 16 日（含飛行日）,16,闖蕩墨爾本與雪梨！直擊州教育廳與百大名校，從政策到小學教室，沉浸式解鎖澳洲最強教育創新邏輯。
I-8-30,https://twpathfinder.org/overview_d/857,媒體力在加─CPAC 職人,加拿大渥太華,(八)專業職能培訓,新聞素養與媒體職人訓練,115 年 9 月 14 日入境加拿大，115 年 9 月 21 日開始見習，115 年 12 月 8 日離境加拿大，共計 86 天(不含飛行日)。,1,進駐加拿大頂尖民主媒體！從國會直播到數位內容製作，實戰攝影、剪輯與劇本創作，在無廣告的專業環境中，深度參與公共政策傳播，鍛造接軌國際的媒體實力。
I-8-31,https://twpathfinder.org/overview_d/858,解碼生命：紐約科研實驗室,美國紐約,(八)專業職能培訓,生醫研究與科學方法,115 年 8 月 1 日至 9 月 5 日，共計 36 日（含飛行日）,20,沉浸式每日指導！解析每一項實驗技術背後的邏輯與設計原則，累積深厚實驗室經驗，建構未來高端科研職涯硬實力。
I-8-32,https://twpathfinder.org/overview_d/859,城市治理筆記,美國紐約市,(八)專業職能培訓,全球外交與校務治理,115 年 7 月 24 日至 8 月 7 日，共計 15 日（不含飛行日）,3,深入紐約 BMCC 參與三次辦公室輪調，結合卡內基委員會與聯合國代表團簡報，在文化景點中拓展教育視野。
I-8-33,https://twpathfinder.org/overview_d/860,未來瞳學會,澳大利亞墨爾本,(八)專業職能培訓,全感官科學訓練與臨床轉化,暫定 115 年 9 月 1 日至 116 年 2 月 27 日，共計 180 日（含飛行日）,1,串聯皇家眼耳醫院與 Cerulea 平台，在 20 週淬煉下，將視覺基礎科學進化為守護人類視線的具體行動。
I-8-34,https://twpathfinder.org/overview_d/893,勇闖康乃爾,美國伊薩卡,(八)專業職能培訓,兒少安置與創傷知情實務,暫定 115 年 10 月 3 日至 10 月 19 日，共計 17 天（含飛行日）,15,解鎖國際級危機干預模型，實戰創傷知情照顧，培育具備全球視野的兒少守護菁英。
I-8-35,https://twpathfinder.org/overview_d/861,水源密碼 智慧管理探索,美國紐澤西州蒙特克萊,(八)專業職能培訓,環境管理與教育推廣,暫定 115 年 7 月，共計 14 日（含飛行日）,20,深度參與紐澤西湖泊監測！學習先進儀器應用並投入公民科學教育，用數據守護生命之源，翻轉環境管理思維。
I-8-36,https://twpathfinder.org/overview_d/862,未來實驗室：專利特攻隊,美國波士頓,(八)專業職能培訓,前瞻化學技術與專利轉譯,115 年 9 月 15 日至 11 月 15 日，共計 62 日（含飛行日）,2,鏈結全球百大企業網絡！在 Greenhouse 學習將研發理念商業化，從科研到市場，成為推動環境永續的關鍵人才。
I-8-37,https://twpathfinder.org/overview_d/863,空氣保衛戰：數據偵探,新加坡,(八)專業職能培訓,化學物質管理與監測,115 年 8 月 2 日至 8 月 31 日，共計 30 日（含飛行日）,8,深入新加坡公衛核心！學習環境調查與污染源管控，連結 SDG 核心指標，將星國成熟經驗轉化為台灣治理動能。
I-8-38,https://twpathfinder.org/overview_d/864,綠動地球,荷蘭鹿特丹,(八)專業職能培訓,國際事務與循環產業,115 年 10 月 19 日至 116 年 4 月 16 日，共計 180 日（不含飛行日）,2,鏈結中荷雙邊資源！深入認識荷蘭社會的循環經濟模式，培養跨國溝通力，成為推動資源循環產業轉型的關鍵推手。
I-8-39,https://twpathfinder.org/overview_d/865,綠色基因：泰國科研實習,泰國呵叻府,(八)專業職能培訓,解密植物永續價值,115 年 9 月 1 日至 10 月 31 日，共計 61 日（不含飛行日）,2,走進泰國國家級計畫，在皇室科研中心參與基因庫建立與草本開發。透過跨國導師指導，從實驗室走向產業應用！
I-8-40,https://twpathfinder.org/overview_d/866,原夢澳洲：教育共融足跡,澳洲雪梨、墨爾本、凱恩斯,(八)專業職能培訓,從政策到社群的共融學習,暫定 115 年 9 月，共計 19 日（含飛行日）,16,公費前進澳洲！深入雪梨、墨爾本及凱恩斯，攜手頂尖大學與原民社群，解鎖全球頂尖的多元共融教育實務。
I-8-41,https://twpathfinder.org/overview_d/867,太平洋之子：原民溯源計畫,美國夏威夷,(八)專業職能培訓,跨越太平洋的文化認同與平權,115 年 8 月 16 日至 8 月 30 日，共計 15 日（含飛行日）,16,攜手夏威夷顶尖機構，從航海文化、部落自治到多元性別 mahu，實地探尋原民復振。讓國家支持你跨海蹲點，成為推動社會正義與文化共融的先鋒。
I-8-42,https://twpathfinder.org/overview_d/868,澳視未來：國際教研領航,澳洲布里斯本、黃金海岸,(八)專業職能培訓,定義未來教育新地圖,115 年 8 月 1 日至 8 月 18 日，共計 18 日（含飛行日）,20,前進昆士蘭！深入頂尖大學與州立中學，體驗創業思維與環境教育，打造實戰教案並取得國際認證，共創教育影響力。
I-8-43,https://twpathfinder.org/overview_d/869,暹羅戲劇圓夢行,泰國曼谷、清邁,(八)專業職能培訓,泰國雙城共創泰劇新視界,115 年 7 月 13 日至 8 月 1 日，共計 20 日（含飛行日）,18,跨足曼谷與清邁，與名校共創《海螺王子》舞台劇！實地田調佛寺文化、學習泰拳與蘭納舞蹈，成就跨國藝術職涯。
I-8-44,https://twpathfinder.org/overview_d/870,前進德州：國防航太圓夢,美國休士頓、奧斯汀,(八)專業職能培訓,解密國防科技,115 年 7 月 20 日至 8 月 6 日，共計 18 日（含飛行日）,18,前進 NASA 與 ARL:UT！深度研習國防航太系統，對話頂尖專家。見證從實驗室到戰場的科技轉化歷程！
I-8-45,https://twpathfinder.org/overview_d/871,全球外掛：組織進化論,瑞士日內瓦,(八)專業職能培訓,國際實務特訓與跨國策略同盟,暫定 115 年 8 月 6 日至 8 月 24 日，共計 19 天（含飛行日）,18,獲取地表最強國際實戰清單，藉由引進成功模式，為組織安裝「全球外掛」，讓臺灣實力在國際舞台全面超車！
I-8-46,https://twpathfinder.org/overview_d/872,美國移民法律實戰營,美國加州,(八)專業職能培訓,美國移民法務實務暨數位品牌經營,115 年 9 月 15 日至 11 月 15 日，共計 62 日（不含飛行日）,1,深入研習美國移民法規與簽證實務，參與 2026 最新案例分析，並結合社群媒體經營與影音後製，打造跨領域法務人才。
I-8-47,https://twpathfinder.org/overview_d/873,美國法律數位傳播見習,美國加州,(八)專業職能培訓,美律品牌經營與跨國社群傳播實務,115 年 9 月 15 日至 11 月 15 日，共計 62 日（不含飛行日）,1,結合美國移民實務與數位行銷，透過社群營運、影音後製及僑界參訪，學習將專業法律資訊轉化為品牌傳播能量。
I-8-48,https://twpathfinder.org/overview_d/874,紐約港航運智慧實習營,美國紐澤西、紐華克地區,(八)專業職能培訓,紐約港務與智慧物流,115 年 9 月 12 日至 9 月 28 日，共計 17 日（含飛行日）,20,前進美國NJIT，深度對接紐約—紐澤西港群！結合陽明海運實務，跨海實習智慧物流，打造具備國際競爭力的航運職涯。
I-8-49,https://twpathfinder.org/overview_d/875,冰火淬煉：全納永續新視界,冰島、雷克雅維克,(八)專業職能培訓,淬煉永續新視界,暫定 115 年 9 月 15 日至 9 月 30 日，共計 16 日（含飛行日）,20,駐點小學深度見習，從友誼計畫到工藝實作，結合地熱電廠與國家公園考察，淬煉出不遺漏任何人的永續教案。
I-8-50,https://twpathfinder.org/overview_d/876,巴黎味覺偵探,法國巴黎,(八)專業職能培訓,國際餐飲視野及技藝文化融合,115 年 10 月 15 日至 11 月 1 日，共計 18 天（含飛行日）,20,與法國餐飲從業者交流對談，了解產業發展趨勢、挑戰與國際職涯路徑，強化專業技術與廚房分工能力，培養青年國際餐飲產業視野。
I-8-51,https://twpathfinder.org/overview_d/877,歐洲馬戲狂想曲 (原計畫編號為I-2-1),普圖伊、斯洛維尼亞共和國、斯圖加特、德國,(八)專業職能培訓,當代馬戲與跨文化藝術實務,115 年 7 月 31 日至 8 月 21 日，共計 22 天（含飛行日）,15,直擊全球最大雜耍盛會！透過名師工作坊與當代馬戲實作，深度轉化台灣民俗技藝，與世界表演藝術接軌。
I-9-1,https://twpathfinder.org/overview_d/878,影像故事魔法師,奧地利格拉茲,(九)科技網絡及數位服務,科技網絡與數位服務見習,115 年 10 月 1 日至 116 月 2 月 28 日，共計 151 天（不含飛行日）,1,前進奧地利！加入史泰爾馬克青少年媒體團隊，實戰Youtube與TikTok內容創作，五個月深度見習，養成具國際視野的影像敘事專才。
I-9-2,https://twpathfinder.org/overview_d/879,韓流科技巨擘實踐計畫,韓國首爾特別市、京畿道城南市,(九)科技網絡及數位服務,新創對接及M&A實務,115 年 11 月 1 日至 11 月 15 日，共計 15 日 ( 含飛行日 ),20,直闖Naver與LINE核心，解密韓國「快文化」商戰！對接首爾大學與頂尖創投，在Demo Day親歷投資現場，掌握進軍全球市場的獲利路徑。
I-9-4,https://twpathfinder.org/overview_d/880,社群內容煉金術,奧地利維也納,(九)科技網絡及數位服務,社群媒體與數位內容創作,115 年 10 月 1 日至 116 月 2 月 28 日，共計 151 天（不含飛行日）,1,透過影像與社群媒體內容創作，在奧地利學習資訊推廣，深化國際視野與專業技能。
I-9-5,https://twpathfinder.org/overview_d/881,影像青春誌,奧地利馬特斯堡,(九)科技網絡及數位服務,國際青年與數位內容創作,115 年 10 月 1 日至 116 月 2 月 28 日，共計 151 天（不含飛行日）,1,深入奧地利青年資訊推廣機構，精通社群媒體經營與影片製作流程，開發創新數位內容，連結國際青年網絡，放大創意影響力！
I-9-6,https://twpathfinder.org/overview_d/882,AI 職人見習,加拿大渥太華,(九)科技網絡及數位服務,LC學院AI研究轉型與實踐,115 年 8 月 24 日入境加拿大，115 年 9 月 2 日開始見習， 115 年 12 月 11 日離境加拿大，共計 110 天( 不含飛行日)。,1,前進加拿大頂尖學院參與AURORA專案，投入AI模型開發與數據分析。透過自動化系統優化研究管理，掌握自然語言處理技術，在實戰中轉化創新科技為影響力，樹立產學合作新標竿！
I-9-7,https://twpathfinder.org/overview_d/883,AI 演算法遠征,加拿大渥太華,(九)科技網絡及數位服務,AI 驅動數位轉型與實務見習,115 年 8 月 24 日至 12 月 11 日，共計 110 天（不含飛行日）,1,實戰 AURORA 專案，親手開發 AI 演算法，成就全球數位轉型領航者。
I-9-8,https://twpathfinder.org/overview_d/884,UX 實戰特攻,加拿大渥太華,(九)科技網絡及數位服務,AI介面設計與UX實務見習,115 年 8 月 24 日至 12 月 11 日，共計 110 天（不含飛行日）,1,深蹲加國研究中心，實戰 AI 專案 UX 流程，用 Figma 打造智慧化數位轉型介面。
I-9-9,https://twpathfinder.org/overview_d/885,青年科技創新國際,德國柏林,(九)科技網絡及數位服務,人工智慧與德國新創科技見習,115 年 8 月 9 日至 115 年 8 月 25 日，共計 17 天（含飛行日）,15,提供青年赴德國進行人工智慧與新創科技海外見習，透過大學、科研機構與企業參訪，培養國際視野、科技素養與跨域行動力。
I-9-10,https://twpathfinder.org/overview_d/886,IBM量子夢：紐約研習營,美國紐約,(九)科技網絡及數位服務,制霸IBM量子科技巔峰,115 年 7 月 13 日至 7 月 28 日，共計 16 日（含飛行日）,19,由亞大攜手 IBM 與紐約名校，帶你直擊全球量子研究核心。透過實作工作坊與產學座談，開啟台美合作視野，成就你的科技未來！
I-9-11,https://twpathfinder.org/overview_d/887,醫工量子：UCLA 菁英計畫,美國加州洛杉磯,(九)科技網絡及數位服務,探索腦科學與量子計算,115 年 7 月 6 日至 9 月 3 日，共計 60 日（含飛行日）,9,進駐 UCLA 頂尖醫工實驗室，親研腦疾藥發與量子運算。透過名師指點與台美交流，鍛造跨域科技視野，讓世界成為你的圓夢舞台！
I-9-12,https://twpathfinder.org/overview_d/888,量子金融：赴美職涯領航,美國大紐約區,(九)科技網絡及數位服務,跨足量子與AI金融實務,115 年 7 月 6 日至 8 月 9 日，共計 35 日（含飛行日）,10,獲選即由國家資助直飛美東，五週深入 NJIT、SUNY 等名校，由國際業師領航，掌握量子與 AI 金融最前沿應用，建立頂尖人脈，翻轉你的職涯格局！
I-9-13,https://twpathfinder.org/overview_d/889,AI與石黑浩：探索擬真界,日本大阪,(九)科技網絡及數位服務,台日共創人形機器人新未來,115 年 8 月 1 日至 116 年 1 月 15 日，共計 168 日（含飛行日）,8,進駐大阪大學石黑浩實驗室，親研AI人型機器人核心技術，深入日本尖端產業，開啟跨國科技職涯首章。
I-9-14,https://twpathfinder.org/overview_d/890,勇闖 WVU：太空機器人實戰,美國摩根敦,(九)科技網絡及數位服務,太空採集機器人見習,115 年 7 月 6 日至 7 月 23 日，共計 18 日（含飛行日）,18,由國家與亞大聯手，帶你直擊美國 WVU 頂尖實驗室，實作太空採集機器人，與國際大師共創科技未來！
